train_id	name	item_condition_id	category_name	brand_name	price	shipping	item_description
1082	Pink Retro Handset	1	Electronics/Cell Phones & Accessories/Headsets		10.0	0	Hype pink retro handset for mobile phone, brand new in packaging never used!
1083	Benefit travel size 3 pack highlight kit	1	Beauty/Makeup/Face	Benefit	9.0	1	Benefit Highlighters travel size High beam Sun beam Watts up New in box never used
1084	Gucci Queen Size Blanket	2	Home/Bedding/Comforters & Sets		65.0	0	First photo is stock, the rest are mine. This blanket is plush, soft & oh so cozy!! Excellent quality & durable stitching!!! NWOT..
1085	Shea Moisture Soap LOT	1	Beauty/Skin Care/Body		23.0	0	(6) 8oz Shea Moisture Soap LOT As pictured New. Price is for all 6!
1086	Boys shirt	3	Kids/Boys (4+)/Top & T-shirts		3.0	1	Size Large 12/14 Circo Brand
1087	White Beige Flower Blouse	3	Women/Tops & Blouses/Blouse	Ambiance Apparel	10.0	0	Red and pink flowers on this white beige blouse. It has a half split white sheer on the back.
1088	9 month baby girls summer lot	3	Kids/Girls 0-24 Mos/One-Pieces	Carter's	34.0	0	17 piece baby girls summer lot This bundle contains 7 onesies, 2 tops, 2 shorts, 3 rompers, and 1 pajama set All items are 9 months in size and in great used condition. Most items are carter's brand Blue jean romper has little white stars perfect for the 4th of July! Chevron romper has a sheer overlay/nice for a dressy outing Pet friendly home Smoke free home No free shipping
1089	Girl dress size 6x	3	Kids/Girls (4+)/Dresses		5.0	1	No rips no stains in great condition Bundle and save
1090	Soap & glory 4 in 1 deep cleansing milk	3	Beauty/Skin Care/Face		10.0	1	Condition: used once.
1091	New Skincare + Makeup Bundle	1	Beauty/Makeup/Makeup Sets	Sephora	17.0	1	Bundle of Brand new makeup + Skincare. Details: -- Fresh Rose Face Mask, .5 oz Infused w/ Real Rose Petals Hydrates & Ton Good/safe for all skin types Allure & TotalBeauty Award Winner! A cult-favorite hydrating &toning gel mask Retails for [rm] -- Stowaway Cosmetics From Dusk Til Dawn Eyeshadow Palette Full size! Compact comes with mirror and mini dual ended Brush Retail [rm] --- {+ Bundle discount, combined shipping} From smoke free home
1092	Brown boots, size 7, like new	1	Women/Shoes/Boots		15.0	1	Dark Brown lace up boots with chunky heel. size 7, never worn. Best offer
1093	Adidas traxion kanadia tr7	3	Men/Shoes/Athletic	Adidas	30.0	0	Mens size 13 in good shape.
1094	Last One New VS Beach Blanket / Towel	1	Women/Swimwear/Beach Accessories		25.0	0	"Victoria's Secret Beach Blanket Towel 60"" round Last One New VS Beach Blanket / Towel"
1095	Tankini Swimsuit Top Size 12 tags red	3	Women/Swimwear/Two-Piece		7.0	0	Minor run in fabric
1096	Plus Size Scrub Top Duo Size 3XL	3	Other/Daily & Travel items/Health Care		7.0	1	A set of 2 scrub plus size scrub tops, both black, size 3XL, 2 pockets in front. One top does not have any noticeable flaws, the other had to be sewn on the side as pictured in photo 2, small bleach stain in photo 3. Sorry for the wrinkles. Price as marked.
1097	D3 faux nose ring 22g body jewelry 3/[rm]	1	Handmade/Jewelry/Jewelry		3.0	1	100% brand new and high quality No one can sell anything on this app for less than [rm] so don't ask it's a waste of time. Really cute nose ring hoops would look great with your Kylie lip gloss 22 gauge 6mm Silver, gold, & black Items take 3-7 business days once they are mailed out. Faux nose ring hoops body jewelry earrings lip ring piercing cooper wire sterling silver plated pink gold iPhone FREE SHIPPING
1098	FINAL MARK DOWN TUK creepers	2	Women/Shoes/Fashion Sneakers		20.0	1	PRICE FIRM.Double stacked creepers with pointed toe. Burgundy velvet. Worn 1 time. Retail for [rm]+ on the website. Size 7 in womens. Will be shipped with box. UNIF Creepers Double stacked Goth Hot topic Motionless in White Dolls Kill Iron fist New years day Asos Black veil brides Zara H&m Urban outfitters American apparel Doc martens Dr marten Docs Converse Vans Chuck taylors
1099	Apple TV 3rd generation LIKE NEW IN BOX	2	Electronics/TV, Audio & Surveillance/Gadgets	Apple	50.0	1	excellent condition Works great! Clean smoke free home Like new in box. Everything that came with it is included.
1100	New Balance Shoes	1	Men/Shoes/Athletic	New Balance	36.0	0	brand new in box golf shoes, athletic shoes, new balance
1101	JACKY Zaful One Piece Palm Leaf Swimsuit	2	Women/Swimwear/One-Piece		10.0	1	Zaful One Piece Palm Leaf Swimsuit It's a size Small but can also fit a size XS. Only worn once to try on so it's basically brand new I love the cute palm tree print and that the suit is double lined but unfortunately it just didn't fit right.
1102	Backpack	2	Women/Women's Handbags/Backpack Style		19.0	1	Drawstring backpack. Great for traveling!
1103	"14k necklace 24"""	3	Women/Jewelry/Necklaces	Stamped	95.0	1	"Tested Guaranteed Real Gold All of my Items are tested 100% REFUND  WITH SHIPPNG COST IF MISREPRESENTED Hallmarked: 14k 585 Weight: 2.4 Thin small necklace Yellow gold 24"" For more of my Necklaces  Filter Search: J3 Neck"
1104	Tarte shape tape concealer (tan sand)	2	Beauty/Makeup/Face	Tarte	17.0	1	Authentic. Used max 2 times. Still full of product. Color was to dark for me. More suited for medium tan-to tan skin tones. Will clean/sanitize. Need gone asap.
1105	American Girl dolls (3)	4	Kids/Toys/Dolls & Accessories	American Girl ®	95.0	1	They are in need of tender loving care
1106	Portable Wig Stand	2	Handmade/Accessories/Hair		6.0	1	•Easy to put together •Free shipping
1107	Shakeology sample pack of 3.	1	Other/Daily & Travel items/Sports Nutrition	BB	19.0	0	3 single servings of shakeology. Flavors are cafe latte, vanilla, & chocolate. (One of each.) I'll send some free recipes too.
1108	Owl Home Accent	3	Home/Home Décor/Home Décor Accents		16.0	0	No description yet
1109	10/12 girls pajama bundle...	3	Kids/Girls (4+)/Other		11.0	0	All in very good condition, worn only a few times... 5 top/bottom sets, 2 night gowns, 3 pajama pants
1110	New Kat Von D	1	Beauty/Makeup/Face		16.0	0	New Kat Von D lock it Concealer Color Light 16 New Price firm
1111	Men's Nike 6-pair Dri-Fit BLK socks 8-12	1	Men/Athletic Apparel/Socks	Nike	25.0	0	Black Crew Socks
1112	Two piece	2	Women/Dresses/Knee-Length	Bebe	51.0	0	No description yet
1113	Under Armour Women's Tank Top	1	Women/Athletic Apparel/Shirts & Tops	Under Armour	10.0	1	Under Armour Women's Tank Top Brand new size small
1114	FREE SHIP American Eagle tshirt	3	Women/Tops & Blouses/T-Shirts		5.0	1	American Eagle v-neck style bright purple t-shirt. Juniors XS. Good used condition. Summer, bonfire, country, cute, pretty, easy, comfy, plain and simple
1115	Yankees jean shirt	3	Men/Tops/Button-Front	Majestic	20.0	0	Great condition Will be having a lot of new uploads of new clothes I recently just got!! So don't miss out!! Also don't forget to check out my account for super cute clothes in good condition from all types of brands! Pink, adidas,polo Ralph Lauren, the north face, Hollister, American Eagle, Abercrombie and many more brands! I will bundle but won't do free shipping!! I also recently got a lot of new well known brand sports bras!! Also if you're interested in team jackets or team jerseys let me know!!
1116	American Eagle Skinny Stretch Jeans	2	Women/Jeans/Slim, Skinny	American Eagle	18.0	0	American Eagle Skinny Stretch Jeans. Size 6. Great condition.
1117	I phone 6 plus case	1	Electronics/Cell Phones & Accessories/Cases, Covers & Skins	Apple	3.0	1	Clear see-through hard plastic iPhone 6 Plus cell phone case purple pink glitter liquid with stars purple and silver very cute brand-new never used perfect condition no flaws
1118	American Eagle smiley jeans size 20	1	Women/Jeans/Slim, Skinny	American Eagle	15.0	1	Size 20 but the material is very stretchy, jeans are new with tags never worn I bought these but they are to big.
1119	Prom/Homecoming Dress	3	Women/Dresses/Above Knee, Mini		40.0	1	Worn once,no stains or tears
1120	Limited Edition - COACH	3	Women/Women's Handbags/Totes & Shoppers	Coach	66.0	0	Its gorgeous.. The pictures do not do it justice! Number 18770. Dark Cherry. Its in great condition on outside looks damn near brand new on inside. Totally a steal! I paid 350 bucks for it last year used it maybe 10 times.
1121	Jewelry Set	2	Women/Jewelry/Necklaces		14.0	0	Purple-blue flower set. Ring fits like a 6. All in great condition.
1122	FREE SHIP CC Oversized Ivory+Black	1	Women/Women's Accessories/Hats		22.0	1	"NWT Unisex Oversized Ribbed cable knit beanie Super slouch slouchy thick ski long hat cap. 11"" x 10-3/4"" Chunky soft knit. One size fits most 57cm. 22-3/8. 7-1/8. A must have this season. Hard to find oversized long and slouchy. Other CC beanies are much shorter. Brand new with tags never worn as shown. AUTHENTIC ORIGINAL. Color Ivory + Black as shown."
1123	GIORGIO ARMANI Sì Eau de Parfum	1	Beauty/Fragrance/Women	Georgio Armani	12.0	1	This listing is for: Brand New 0.24 oz GIORGIO ARMANI Sì Eau de Parfum ( no box) Experience Sì, by Giorgio Armani. This luminous fragrance has been created for the modern woman who's strong yet feminine, sophisticated yet charismatic. She embodies the very essence of chic Italian elegance and style. Free Shipping •Bundle and Save [rm] on your 2nd Item •All Items are Brand New and Authentic •Sorry, No Holds •Thank you
1124	Faux Fur Lined Jacket	2	Women/Coats & Jackets/Other	YMI	22.0	1	Such a stylish jacket! The faux fur that lines the jacket and hood is so soft! NWOT, never worn. YMI is a juniors brand so keep that in mind. PRICE IS FIRM
1125	Eye Makeup Bundle	1	Beauty/Makeup/Eyes	Tarte	25.0	1	x2 Tarte Lights, Camera, Lashes Liner x1 Anastasia Beverley Hills Pink Champagne Eye Shadow You can buy separately but it will be more than if it was in a bundle. Liner ranges from [rm]-[rm] in stores and eyeshadow ranges from [rm]-30 in stores.
1126	Bundle VS small cosmetic Bag NWT	1	Women/Women's Handbags/Cosmetic Bags	Victoria's Secret	18.0	0	No description yet
1127	Ohio state deer antler decal	1	Handmade/Paper Goods/Sticker		7.0	0	Vinyl decal comes with high quality transfer tape for easy application. Different size and different color upon request. Great for YETI cups, cars, metal, plastic or any smooth nonporous surface. Easy to apply and can be easily removed. One time use only. Unlimited indoor durability and 3 or more years outdoor durability DO NOT ask for free shipping, although they may fit in an envelope it requires tracking.
1128	24 HR SPECIAL Pink shirt	1	Women/Athletic Apparel/Shirts & Tops		11.0	0	Pink shirt, size L 100% cotton
1129	POWDER HIGHLIGHT TRIO	1	Beauty/Makeup/Makeup Palettes		8.0	1	❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ ✔️Everything is brand new ✔️Our prices are FIRM ✔️FREE SHIPPING ✔️100% Authentic ✔️We ship with in 2 days with tracking number LET US KNOW IF YOU WANT TO BUNDLE....YOU WILL GET [rm]⃣OFF EACH ADDITIONAL ADD ON ITEM!
1130	Gilly Hicks Bralette Bundle	3	Women/Underwear/Bras	Gilly Hicks	7.0	1	both great condition and lightly worn. White is S and fits XS. Pink is S and fits XS. No wear except i cut the tag out of pink one due to irritation.
1131	Game of Thrones Season 1 Blu Ray	3	Electronics/Media/Blu-Ray		15.0	1	I will give a discount with bundles! Check my other listings!
1132	Samsung 250gb SSD 850 Evo	1	Electronics/Computers & Tablets/Drives, Storage & Media		65.0	0	Brand new. Never been opened. Samsung 850EVO V-NAND powered. Solid state drive.
1133	Reserved Bundle for Danae	1	Women/Tops & Blouses/T-Shirts		10.0	1	"(1) White and (1) Black Soft lightweight super low scoop back bodysuit. Sleeveless tank style cut top with super low scoop back. Lightweight stretch poly material. Size Large: Measures Bust 34""-44"" New in Package"
1134	Hello Kitty Makeup Box	4	Beauty/Tools & Accessories/Makeup Brushes & Tools	Hello Kitty	11.0	0	Used,in great shape.
1135	Jessica Simpson maternity dress size M	2	Women/Maternity/Dresses	Jessica Simpson	18.0	0	It is a beautiful blue and white Jessica Simpson maternity dress in a size medium. It has spaghetti straps and a strap that goes around your neck like halter. Very sexy very beautiful. It is a maternity dress but it can fit anyone.
1136	Algeria shoes	2	Women/Shoes/Fashion Sneakers		24.0	0	HALF PRICE SALE!!! Bronze colored tennis shoe in size 38 (7.5-8 US)
1137	One brand-new silver heart necklace	1	Women/Jewelry/Necklaces		7.0	1	Gorgeous brand-new silver heart necklace. A bestseller. So dainty and feminine. Ships today
1138	Samsung Galaxy s5 Otterbox	3	Electronics/Cell Phones & Accessories/Cases, Covers & Skins	Samsung	16.0	0	Pink and white Samsung galaxy s5 otter box in basically new condition. All the clasp on the white protective piece of the case are intact non are Brocken. The headphone cover is still attached as well. Great case just got an iPhone 5 so don't need this case no more. Message me for more information
1139	Guess Body Chain Jewelry	2	Women/Jewelry/Necklaces	GUESS	10.0	1	NWOT Never worn Silver
1140	Freeman Masks Bundle	3	Beauty/Skin Care/Face		14.0	1	Nearly full
1141	GBA SP Boktai 1 & 2	3	Electronics/Video Games & Consoles/Games	Nintendo	60.0	1	Missing instruction booklet for the Boktai 1 box. GBA is painted over. 6/10 Boktai 2 the watch battery is dead. Does not conflict with saves.
1142	Lokai bracelet	1	Women/Jewelry/Bracelets	Lokai	14.0	0	Brand new! Size small.
1143	Blue shimmer butter slime	3	Beauty/Fragrance/Kids		14.0	0	12oz Shimmer will be on ur hands Will come with borax
1144	Private sale Maya	2	Beauty/Fragrance/Women		350.0	1	8 bottles total bundle 2 chanel Coco noir Chanel Mademoiselle EDT Paco Rabonne Olympia Prada Candy Narciso Rodriguez (black bottle) Chloe Leau Jadore All bottles are brand new - no box
1145	Boots Rock & Republic Womens	3	Women/Shoes/Boots	Rock & Republic	22.0	1	"Black leather) Rock & Republic boots.studs on outside with buckles on top and bottom. In very good shape.size 8. ..Height of boot is 11"" high."
1146	UGG Beanie	1	Women/Women's Accessories/Hats	UGG Australia	20.0	0	Cozy UGG beanie, they have soft fleece on the inside to keep you warm and cozy all winter long. Color: Pink and brown N O T A. U. T. H. E. N. T. I. C.
1147	LuLaRoe Irma XL NWT	1	Women/Tops & Blouses/Tunic		28.0	1	Burgundy background Floral print New with tags Smoke free/pet free home
1148	Cashmere sweater, Charter Club, NWT (XL)	1	Women/Sweaters/V-Neck	Charter Club	25.0	1	Brand new with tags and flawless. Was an unwanted gift. See third pic for close-up of color.
1149	PINK Tennessee titans shirt	3	Women/Tops & Blouses/T-Shirts	PINK	19.0	0	Very soft Hardly worn Tunic style loose fit Somewhat off shoulder Cute with a sports bra or cami under it Blue
1150	NWT Lularoe Tween leggings	1	Women/Athletic Apparel/Pants, Tights, Leggings		24.0	0	Smoke free, pet free home.
1151	Yoli Alkalete	1	Other/Daily & Travel items/Sports Nutrition		59.0	0	Balances alkalinity levels aids in removal of acid waste
1152	Hand made Superman dog leash *FS*	1	Other/Pet Supplies/Dogs		10.0	1	Hand made Superman dog leash. Measures 1 inch wide by 5 feet long. Made with durable, flexible, and lightweight woven cotton webbing and a 120 pound pull force clip. I have many more themes to chose from so take a look at my other listings !
1153	4-pairs New VS Pink boyshort panties XS	1	Women/Underwear/Panties	PINK	29.0	0	Please read, before buying :-). Don't ever rate someone until you have received your package❗️ There's a lot of scammers out there, so plz be careful ❗️People are stealing my pictures and acting like they have the item when they really don't ❗️Please report them if you see this ❗️ I'm 100% honest! Thanks for looking, Mona ❤️ *Brand New in packaging* 4- pairs of VS Pink boyshort panties ( details below ) *Size XS* *Price is Firm* *No Holds* *non smoking/pet free home* *I ship same day/next, ( depending on time ) lounging this low rise cotton boyshort features binding details and an iconic PINK logo waistband. Soft cotton Iconic logo elastic waistband Low rise Curved hem binding at leg Imported cotton/spandex
1154	Frogger PS1	4	Electronics/Video Games & Consoles/Games	Sony	6.0	1	Disc only Now through Christmas buy 3 [rm]+ items get 1 [rm] item free. Please message me to create your listing!
1155	Bag of Coins	3	Vintage & Collectibles/Antique/Collectibles		8.0	1	Different countries.
1156	Home made sign	2	Home/Home Décor/Home Décor Accents		12.0	0	24 inches
1157	HOLD FOR KIMBERLY DAWN	1	Home/Kitchen & Dining/Bakeware		28.0	0	No description yet
1158	ANASTASIA CHOCOLATE DIP BROW POMADE	1	Beauty/Makeup/Face		12.0	1	New in box Fast shipping Authentic Water proof Long lasting
1159	Beard wax NEW FREE SHIP!	1	Beauty/Skin Care/Face		7.0	1	Uncut Bears CO. Beard wax brand new never used. Ingredients: beeswax, coconut oil, shea butter, sweet almond oil, cedar wood, fir needle, orange. .5 oz
1160	Cute rain drop lamp	1	Home/Home Décor/Lamps& Accessories	Target	75.0	0	No description yet
1161	HOLD Gillette Venus Razor Bundle	1	Other/Daily & Travel items/Personal Care	Gillette	15.0	1	Bundle includes: 1 Gillette Venus Embrace Razor + Cartridge 4-pack refill cartridges
1162	PFG top	2	Women/Athletic Apparel/Shirts & Tops	Columbia	14.0	0	Coral color, never worn, short sleeve
1163	4life	1	Other/Daily & Travel items/Medical Supplies & Equipment		35.0	1	Brand new
1164	2pcs Leaf Bikini Swimsuit ✨	1	Women/Swimwear/Two-Piece		20.0	1	Brand new free shipping! Tags say Medium but bottom and top fit smaller. Bottoms are cheeky with a cute strappy sides Top is a very unique design, high neck, with strappy sides. Its padded with removable pads ✨ any questions don't hesitate to message me !
1165	Black skater skirt	3	Women/Skirts/Mini		8.0	0	Black skater style skirt with zipper in the back Size small
1166	NIB Double heart ❤️ rose gold bracelet!	1	Women/Jewelry/Bracelets		10.0	0	New in box! Lovely double heart fashion bracelet in beautiful rose gold color! It has adjustable chain with lobster clasp closure.
1167	Hollister Blouse	3	Women/Tops & Blouses/Blouse	Hollister	14.0	0	Blue and white floral Blouse. See through front and back. Small bow on backside. Size XS. Hollister brand.
1168	Girls Frozen 2 piece pajamas	2	Kids/Girls (4+)/Other	Disney	6.0	1	Like New Excellent condition Size Small (6/6x) No holes or stains
1169	Rambler YETI Coffee Cups 2 PC	1	Vintage & Collectibles/Serving/Mug		40.0	1	DON'T purchases before reading following details. The YETI cup keeps your beverage hot or cold.It must be arrived before Christmas. If you want 2-3 cups, please leave a comment to me. I will change the price and quatity [01] PRODUCT DETIALS colors: black / blue / orange / green / red / silver / pink / navy / purple / grass / white size: 30 oz with lid Notice:Darker blue is navy, Light blue is blue, Darker green is grass,Light green is green [02] HOW CAN I CHOOSE THE COLOR OR SIZE? after you paid the product, go to: Menu - My Purchases - In Progress - [Find The Order] - Order Status - Write a message and tell us your choice of color and size. [03] IS IT AUTHENTIC? All of them are new item and come with new tag. [04] HOW LONG WILL IT TAKE TO GET ORDER? we will ship within 4-5 days, it will take around 5-10 business days to arrive. @ yeti cup, cup, tumbler, rambler, coffee mugs, beer glasses, Stainless steel cup, beer stein,travel mug [@Yt30]
1170	Listing For Gabi	1	Women/Shoes/Flats		136.0	1	Brand New Leather Espadrilles-Pink Sz 40 Brand New Leather Espadrilles-Black Sz 40 Brand New Kids Navy Blue Canvas Espadrilles-Size 30 Free Shipping!
1171	Beautiful Lularoe Chevron Sarah	3	Women/Sweaters/Cardigan	LuLaRoe	74.0	0	Lularoe Chevron Sarah Large EUC
1172	VS PINK thong panty	2	Women/Underwear/G-Strings & Thongs	Victoria's Secret	7.0	1	Color is more neon nector than pink, pics are deceiving. Cool detail on band, mesh logo lettering Bought, removed tag, tried on, didn't fit, washed, listed.
1173	Intensive skin repair serum	1	Beauty/Skin Care/Face		7.0	0	Samantha formula - never been opened
1174	Floral Kimono H&M size 12	3	Women/Coats & Jackets/Cape	H&M	11.0	0	I can't seem to get good pictures of this baby, but she's great! Gives that hipster, vintage looking vibe when it's on. Unique black & white floral pattern, 100% viscose and super comfy. Looks great oversized too and thrown on top of your favorite summer look! Sleeve is short but falls near the elbow.
1175	Bath & Body Works WATERMELON LEMONADE	1	Beauty/Skin Care/Body	Bath & Body Works	26.0	1	NEW! 3 Bath & Body Works WATERMELON LEMONADE FINE FRAGRANT MIST 8 OZ. SOLD AS SET ONLY!
1176	Size L NWT Women's Nike Dri-fit Shorts	1	Women/Athletic Apparel/Shorts	Nike	24.0	0	NWT Women's Nike dri-fit running shorts. Size large. Drawstring feature for elastic waistband. Lightweight. Breathable material. Built in briefs. Hidden inner media pocket. Material is polyester. Please let me know if you have any questions.
1177	NWOT LuLaRoe TC teal solid leggings	2	Women/Athletic Apparel/Pants, Tights, Leggings		16.0	1	NWOT LuLaRoe leggings solid teal. Tall and curvy fits sizes 12-22. Way below retail.
1178	Bundle Boys Under Armour shorts	3	Sports & Outdoors/Apparel/Boys	Under Armour	22.0	1	All youth Medium Dri-fit shorts Royal blue Nike with neon yellow Ribbed dark Kelly green and gray Under Armour Neon yellow purple/dark blue camo under Armour All with elastic waistband and drawstring All in excellent condition No holes snags or stains
1179	VICTORIAS SECRET PINK BUNDLE	1	Women/Tops & Blouses/T-Shirts	PINK	110.0	1	Super cute
1180	Socks	1	Women/Athletic Apparel/Socks	PINK	23.0	1	New Without Tags Free Shipping 9 for [rm]
1181	NEW VS cropped leggings	2	Women/Pants/Capris, Cropped	PINK	22.0	0	PINK by Victoria's Secret. Size medium. Never ever worn! Purchased on here for [rm] but they don't fit me since I've lost a lot of weight recently. My loss is your gain! Bundle to save!
1182	Gray sweater	2	Vintage & Collectibles/Clothing/Sweater		8.0	1	Gray long sleeve sweater only worn once !!
1183	iPhone 7 fur ball case	1	Electronics/Cell Phones & Accessories/Cases, Covers & Skins		8.0	1	Brand new For iPhone 7
1184	Camo OtterBox iPhone Case	2	Electronics/Cell Phones & Accessories/Cases, Covers & Skins		16.0	0	iPhone 5/5s case
1185	Teenage Mutant Ninja Turtle Van/ Extras	3		Nickelodeon	9.0	0	Teenage Mutant Ninja Turtle Van, April O'Neil figure and lamp( needs new light bulb) Van is missing a top cover view pic to see
1186	Victoria secret pink boyshort pantie	1	Women/Underwear/Panties	PINK	10.0	1	New without tags Order online and I can't find the Baggie Size Medium Color military green Combine any two panties for [rm]
1187	2 pairNew Cat and Fish Earrings	1	Women/Jewelry/Earrings		9.0	1	2 Pair Bundle. Reserved. \Brand New. Ships Free. Single Pair Earrings. Comes with 1 Cat Earring and 1 Fish Earring. Can buy additional pair for [rm] each. Made of Zinc Alloy. Approx 1 cm and 2.8g
1188	Just fab neon wedge sandals new	2	Women/Shoes/Sandals		21.0	0	Justfab wedge sandals shoes yellow new 6 inch heel with a 3 inch platform size 7.5 smoke free pet free home
1189	HT Exclusive Gir Glow in the dark.	3	Vintage & Collectibles/Toy/Action Figure	Funko	15.0	1	Fantastic condition, unopened.
1190	LL Bean Blue Plaid Winter Coat- Medium	3	Kids/Boys (4+)/Coats & Jackets		13.0	0	LL Bean Blue Plaid Winter Coat with hood. Size Medium- Boys but was my daughter's coat and we received a million compliments on it! I consider the color and style unisex. Has reflective LL Bean patch on back for nighttime. After another week or so it will be donated.
1191	Acacia bundle	1	Women/Swimwear/Two-Piece	Acacia Swimwear	120.0	1	No description yet
1192	Xbox one controller	1	Electronics/Video Games & Consoles/Accessories		46.0	0	Brand new!
1193	Victoria Secret PINK Dress	2	Women/Dresses/Knee-Length	PINK	13.0	1	Tropical Pattern -Orange/Pink/White Flowers -Green/Turquoise Palm Leaves Never Been Worn!!! FREE SHIPPPPPP Shipping Cost Me: [rm] Tags: Fashion Nova, Windsor, Naked wardrobe, GoJane, Papaya, Forever 21, Charolette Russe
1194	Geniune Michael Kors hand bag	3	Women/Women's Handbags/Shoulder Bag	Michael Kors	50.0	1	Authentic Michael Kors leather hand bag with logo charm. Hand bag does not come with a body strap. Retails for [rm]. 00
1195	Valentina by Valentino Body Lotion	1	Beauty/Skin Care/Body		13.0	1	New in box. Guaranteed authentic Price Firm
1196	Kate Spade Gia Mavis St Glitter Bug	2	Women/Women's Handbags/Cosmetic Bags	Kate Spade	20.0	1	Authentic Kate Spade Blue Glitter Gia Mavis NEW without tags. No scratches
1197	Blush wavy lace halter bralette L-XL	1	Women/Underwear/Bras		30.0	1	"Awesome just in!!!! Blush & burgandy lace halter bralette, adjustable back strap, fully lined, 2"" band for extra support and comfort. In a size L-XL . Other colors available L-XL : 36C, 38B, 38C, 40B, 40C XL-XXL: 36D, 38D, 40B, 40C"
1198	NWT WOMENS sz 8 White SNEAKERS/SHOES	1	Women/Shoes/Athletic		9.0	0	Brand new women's size 8 white sneakers/athletic walking shoe. SKID PROOF BOTTOMS AS SHOWN. Classic style sneakers at at great price! *I also have a wide variety of other items listed throughout my closet, bundle to save even more!* I list new items often and normally ship same day as well! Thx so much for looking!
1199	Giffin 25 rdta full tank kit	1	Electronics/TV, Audio & Surveillance/Gadgets		25.0	1	Giffin 25 rdta full tank kit.... Key world.. vape pen e-cigarette ecig juice vapor juice vapor ecig smok alien ijoy istick pico topbox smoke subox kanger
1200	Vintage cream paisley OS	2	Women/Athletic Apparel/Pants, Tights, Leggings	LuLaRoe	40.0	1	LuLaRoe one size vintage paisley unicorn Hard to find print No excessive signs of wear
1201	Reserved B Electro Lush shower Gel	2	Beauty/Bath & Body/Bath		15.0	1	Exposed this month but it still smells the same as when I bought it. Stored in a cool dark spot. Used once. Will not go lower unless its a bundle.
1202	Christmas GiftSnowflake Necklace Earring	1	Women/Jewelry/Earrings		11.0	1	"Christmas GiftSnowflake Necklace Earring Winter Christmas Gift Roman Pretty Cute Designer Silver Goldplated Wedding Crystal Flower Snowflake Necklace Earring Jewelry Set Australia Rhinestone Pedant Necklaces Drop Earrings For Women Girl Elegant Materials: Metal  Crystal Rhinestone Shape / pattern: Snowflake Size: pedant 30mm Chain:18"""
1203	Dior Scarf	2	Women/Women's Accessories/Scarves & Wraps		9.0	0	Multi-style, light weight, summer/spring scarf *bundle 4 ads and get 10% discount plus only pay one shipping (comment on all items you would like to bundle and I will add them to one ad) *returning customers get 10% (just remind me that you have bought from me before)
1204	Maurice's premium denim	1	Women/Jeans/Boot Cut	Maurices	16.0	0	Women's size 7/8 new without tag
1205	Harley Davidson Lace Up Shirt MEDIUM	2	Women/Tops & Blouses/T-Shirts	Harley-Davidson	13.0	0	Harley Davidson Lace up 3 quarter sleeve shirt NWOT Hi! I'm Jessica •I accept bundle deals but not getting a big discount! I already have prices low! •NO free shipping! I pay for the supplies and gas to mail it, you pay the 4 to receive. I don't just get free supplies. •SMOKE FREE HOME! •Ships same day! •Weekends within 48 hours typically! •NO HOLDS! •Please always read discriptions! Remember you are on a RESALE site, therefore if it is not nwt/nwot on item, it won't look straight out of store! If you have any questions feel free to message me
1206	Black Lace Midi Dress	2	Women/Dresses/Knee-Length		12.0	1	Worn once. Size medium, midi dress with lace sleeves and slight V cut!
1207	Lucky Lotus Hoodie Ladies XL Like New	2	Women/Sweaters/Hooded	Lucky Brand	31.0	0	This thang is so awesome. If you don't feel even the teeniest bit Zen wearing it I'll be surprised! Size XL. I wore this twice only because I lost weight rapidly after my surgery. Sadness! In the truest sense of the word, my loss is your gain! Paid over [rm] for it and if it fit still I'd have worn it threadbare! Colors are intentionally dyed in a slightly faded look. The sleeve picture is most accurate.
1208	Owl jewelry dish	2	Home/Storage & Organization/Jewelry Boxes & Organizers		7.0	0	Super cute jewelry dish with gold owl. *jewelry not included!*
1209	AZ Sleeping Beauty Turquoise 1.60ct Sz6	1	Women/Jewelry/Rings		36.0	1	Brilliant blue of highly prized Arizona Sleeping Beauty Turquoise 1.60cts. Set in a beautifully & intricately detailed, handcrafted Sterling Silver setting. Size 6 Price includes shipping!
1210	Atlanta Braves Winter hat beanie	3	Men/Men's Accessories/Hats		14.0	0	Like new condition.
1211	Adidas Selley size 10	3	Men/Shoes/Athletic	Adidas	26.0	0	Great fit, comfortable. Worn maybe 3,4 time's. 9/10 Almost a new shoe Make an offer
1212	New Nike top Girls 4t dri fi	1	Kids/Girls 2T-5T/Tops & T-Shirts	Nike	12.0	1	New with tags Nike dri fit top Girls 4t Teal and neon Retails at [rm]
1213	5 unicorn make up brushes	1	Beauty/Tools & Accessories/Makeup Brushes & Tools		14.0	0	Brand new still in packages. (See picture) set of 5 brushes.
1214	Medium boys Nike & UA boxer briefs	3	Kids/Boys (4+)/Bottoms	Nike	18.0	1	Medium boys all Nike Pro combat padded boxer briefs 2 under armour dri-fit boxer briefs 2 Hanes boxer briefs Fruit of loom and cherokee boxer brief Fruit of loom boxer
1215	iPhone 7 Plus Case (Metallic Gray)	1	Electronics/Cell Phones & Accessories/Cases, Covers & Skins		10.0	0	7 plus case - New
